titulo	direccion	precio	Baños	Piso de duela	Armarios empotrados	Roof Garden	Totalmente cercado	Estacionamientos	Estacionamiento techado	Construidos (m²)	Amueblado	Recámaras	Jardín	Internet de banda ancha disponible	Estacionamiento vigilado	Calefacción	Balcón	Acceso a TV de paga	Patio	Garaje	Jacuzzi	Estudio	Piso de loseta	Sistema de alarma	Cancha de tenis	Cocina Equipada	Cuarto de servicio	Gimnasio	Estacionamiento abierto	Área de juegos infantiles	Aire acondicionado	Terraza	Área de entretenimiento al aire libre	Estacionamiento para Visitas	Intercomunicador	Chimenea	Terreno (m²)	Alberca
Casa en Venta en MISION SANTA FE	Misión Santa Fe, Guadalupe	1950000.0	2.0	False	False	False	False	1.0	False	144.0	False	4.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	156.0	False
Casa en Venta en Camino Real, Guadalupe	Camino Real, Guadalupe	2200000.0	2.0	False	False	False	False	2.8	False	156.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	119.0	False
Remate Bancario en Riveras del Contry, Nuevo Leon	Contry Sol, Guadalupe	452500.0	2.0	False	False	False	False	2.0	False	125.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	114.0	False
Casa en Venta en Riberas del Rio	Riberas Del Rio Sector I, Guadalupe	1450000.0	2.0	False	False	False	False	1.0	False	128.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	75.0	False
RR REMATES BANCARIOS CASA DE 2 P COL LAS VILLAS	Las Villas, Guadalupe	715492.0	3.0	False	False	False	False	2.0	False	200.0	False	4.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	177.0	False
CasasenVentaenLibertad	Libertad, Guadalupe	5900000.0	2.0	False	False	False	False	2.8	False	244.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	225.0	False
Casa en Venta en 13 de Mayo	13 de Mayo, Guadalupe	1470000.0	2.0	False	False	False	False	2.0	False	210.0	False	7.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	170.0	False
CASA EN VENTA EN COL. EL PEÑÓN, GUADALUPE, NUEVO LEON	El Peñón, Guadalupe	546700.0	2.0	False	False	False	False	1.0	False	90.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	140.0	False
Casa LIT., Chinipas, Santa Clara, Guadalupe, Nuevo León	Santa Clara, Guadalupe	532615.0	2.0	False	False	False	True	1.0	False	115.0	False	3.0	True	False	True	False	True	False	True	True	False	True	True	True	False	True	True	False	False	True	False	True	True	True	True	False	120.0	False
EXCELENTE VENTA DE CASA EN NUEVO LEÓN, NO SÉ ACEPTAN CRÉDITOS.	Los Sauces, Guadalupe	996032.0	2.0	False	False	False	False	1.0	True	100.0	False	3.0	False	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	120.0	False
Casa en Venta en Los Faisanes Sector el Dorado	Los Faisanes, Guadalupe	1890000.0	2.0	False	False	False	False	2.0	False	128.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	105.0	False
AOF VENTA DE CASA EN LINDAVISTA REMATE BANCARIO	Lindavista, Guadalupe	1207870.0	1.0	False	False	False	False	1.0	False	96.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	86.0	False
Casa en Venta en Privadas de Linda Vista	Privadas de Lindavista, Guadalupe	1800000.0	2.0	False	False	False	False	1.0	False	165.0	False	4.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	90.0	False
CASA EN VENTA COL. RIBERAS DEL RÍO EN GUADALUPE	Riberas Del Rio Sector I, Guadalupe	1800000.0	2.0	False	False	False	False	1.0	False	168.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	105.0	False
Casa en Venta en 2 de Mayo	10 de Mayo, Guadalupe	1950000.0	4.0	False	False	False	False	1.0	False	304.0	False	4.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	160.0	False
MGM. CASA DE REMATE BANCARIO. GROELANDIA, SANTA FE GUADALUPE N.L.	Residencial Santa Fe, Guadalupe	505000.0	2.0	False	False	False	False	1.0	False	210.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	170.0	False
Casa en Venta en Rafael Ramírez Sector I	Rafael Ramirez Sector II, Guadalupe	1300000.0	3.0	False	False	False	False	2.8	False	188.0	False	4.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	188.0	False
Casa en Venta en Riberas del Rio	Riberas Del Rio Sector I, Guadalupe	1700000.0	2.0	False	False	False	False	2.8	False	170.0	False	2.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	115.0	False
CasasenVentaenJardines de Andalucía	Jardines de Andalucía, Guadalupe	6200000.0	4.0	False	False	False	False	2.8	False	316.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	338.0	False
Casa en Venta en Jose Luis Mora	Jose Luis Mora, Guadalupe	1600000.0	1.0	False	False	False	False	1.0	False	220.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	320.0	False
CASA EN VENTA EN AZTECA, GUADALUPE, NUEVO LEON REMATE BANCARIO	Residencial Azteca, Guadalupe	809100.0	4.0	False	False	False	False	2.0	False	175.0	False	4.0	False	False	False	False	False	True	False	True	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	120.0	False
Casa LIT, Lisino, Camino Real, Guadalupe, Nuevo León	Camino Real, Guadalupe	1297554.0	2.0	False	False	False	True	1.0	False	260.0	False	3.0	False	False	False	False	False	False	False	True	False	True	True	True	False	True	True	False	True	False	False	True	False	True	False	False	130.0	False
GS VENTA DE CASA EL SALTO 3453 RIBERAS DEL RIÓ GUADALUPE NUEVO LEÓN REMATE BANC.	Riberas Del Rio Sector I, Guadalupe	1112423.0	2.0	False	False	False	False	1.0	False	81.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	81.0	False
CAB Venta Recuperación de Cartera,Priv.de San Miguel,Guadalupe,N.L	Privada San Miguel, Guadalupe	600800.0	1.0	False	False	False	False	1.0	False	75.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	90.0	False
CASA EN VENTA FRACCIONAMIENTO LA HACIENDA GUADALUPE	La Hacienda, Guadalupe	2300000.0	2.0	False	False	False	False	2.8	False	183.0	False	5.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	144.0	False
CASA EN VENTA CONTRY LA ESCONDIDA	Country La Escondida, Guadalupe	16000000.0	7.0	False	False	False	False	3.0	False	906.0	False	4.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	628.0	False
¡ GRAN OPORTUNIDAD DE VENTA CASA RESIDENCIAL EN LAS VILLAS N L !!	Las Villas, Guadalupe	900000.0	2.0	False	True	True	False	3.0	True	230.0	False	3.0	False	False	False	False	False	False	True	True	False	True	True	False	False	True	False	False	False	False	False	False	False	True	False	False	230.0	False
A2 VENTA DE CASA ATRAVES DE REMATE BANCARIO,RANCHO VIEJO, GUADALUPE NUEVO LEON.	Rancho Viejo Sect 1, Guadalupe	1438242.0	3.0	False	False	False	False	2.0	False	220.0	False	4.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	160.0	False
CASA EN VENTA COL VICTORIA $2,200,000	La Victoria, Guadalupe	2200000.0	2.0	False	False	False	False	1.0	False	193.0	False	5.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	153.0	False
BONITA CASA EN GPE N.L EXCELENTE OPORTUNIDAD DE INVERSIÓN REMATE BANCARIO	Molino Del Rey, Guadalupe	380071.0	2.0	False	True	False	False	1.0	False	120.0	False	3.0	False	False	False	False	False	False	False	True	False	True	True	True	False	False	False	False	False	False	True	False	False	False	False	False	85.0	False
CasasenVentaenLos Faisanes 2o.Sector	Los Faisanes, Guadalupe	1890000.0	1.0	False	False	False	False	2.8	False	158.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	88.0	False
QuintasenVentaenRincón de la Sierra	Rincón de La Sierra, Guadalupe	10285000.0	9.0	False	False	False	False	2.8	False	407.0	False	4.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	525.0	False
Cumbres, Monterrey, Nuevo Leon. ¡Casa en Remate!	Valle La Silla, Guadalupe	403555.0	2.0	False	False	False	False	2.0	False	270.0	False	5.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	370.0	False
CasasenVentaenRiveras de la Silla (Fomerrey 31)	Riveras de La Silla (fomerrey 31), Guadalupe	950000.0	2.0	False	False	False	False	2.8	False	171.0	False	4.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	105.0	False
Casa en Venta en REAL DE SAN MIGUEL	Lomas de San Miguel, Guadalupe	1400000.0	1.0	False	False	False	False	1.0	False	150.0	False	4.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	95.0	False
VENTA EXCELENTE CASA Q PUEDES TENER EN ALMAGUER, GPE, NL	Almaguer, Guadalupe	421320.0	1.0	False	False	False	False	1.0	False	70.0	False	2.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	315.0	False
FRACCIONAMIENTO AZTECA GUADALUPE NUEVO LEON	Residencial Azteca, Guadalupe	2099000.0	2.0	False	False	False	False	2.0	False	90.0	False	4.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	170.0	False
Casa en Venta en Fuentes de Guadalupe	Fuentes de Guadalupe, Guadalupe	1850000.0	2.0	False	False	False	False	2.8	False	189.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	90.0	False
CASA EN VENTA! COL. MOLINO DEL REY, N.L, CERCA DE CERRO DE LA SILLA, REMATE! -LR	Molino Del Rey, Guadalupe	402936.0	2.0	False	False	False	False	2.0	False	100.0	False	3.0	False	False	True	False	False	False	False	True	False	True	True	False	False	False	False	False	True	False	False	False	False	False	True	False	120.0	False
CasasenVentaenLibertad	Libertad, Guadalupe	7500000.0	3.0	False	False	False	False	2.8	False	350.0	False	4.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	320.0	False
AF CASA EN VENTA LISINO CAMINO REAL GUADALUPE NUEVO LEON EXCELENTE INVERSION	Camino Real, Guadalupe	1137734.0	2.0	False	False	False	False	1.0	False	236.0	False	5.0	False	True	False	False	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	128.0	False
VENTA EN CASA EN CONTRY LA SILLA	Country La Silla Sect 1, Guadalupe	18000000.0	6.0	False	False	False	False	8.0	False	1051.0	False	4.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	708.0	False
CASA EN VENTA MISION DE SANTA FE	Misión Santa Fe, Guadalupe	2700000.0	2.0	False	False	False	False	1.0	False	201.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	96.0	False
MC CASA EN VENTA EN El Salto Riberas del Río Guadalupe Nuevo Leon	Riberas Del Rio Sector I, Guadalupe	1110623.0	2.0	False	False	False	False	2.0	False	100.0	False	4.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	70.0	False
CASA EN VENTA EN COL. TAMAULIPAS EN GUADALUPE NUEVO LEON	Tamaulipas, Guadalupe	1490000.0	1.0	False	False	False	False	2.0	False	120.0	False	2.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	196.0	False
Hermosa Casa ADJ., Loma Bonita, Lomas de San Miguel, Guadalupe, Nuevo León	Lomas de San Miguel, Guadalupe	1305000.0	1.5	False	False	False	True	1.0	False	105.0	False	3.0	True	False	False	False	False	False	True	True	False	False	True	False	False	True	True	False	False	True	False	True	False	True	False	False	93.0	False
Casa en venta Residencial Bello Amanecer, Guadalupe N.L	Bello Amanecer Residencial, Guadalupe	2270000.0	2.0	False	False	False	False	2.0	False	185.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	112.0	False
Casa en Venta en Colinas del Rey	Colinas Del Rey, Guadalupe	1700000.0	2.0	False	False	False	False	2.0	False	207.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	102.0	False
Casa en Venta en Los Faisanes Sector el Dorado	Los Faisanes, Guadalupe	1236257.0	1.0	False	False	False	False	1.0	False	130.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	100.0	False
CASA EN VENTA EN CENTRO GUADALUPE, 67110 GUADALUPE, NUEVO LEON ADJUDICADA	Ciudad Guadalupe Centro, Guadalupe	1782000.0	3.5	False	False	False	False	2.0	False	232.0	False	4.0	False	True	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	200.0	False
CASA DE RECUPERACION BANCARIA Guacamayas Col. Los Faisanes,Guadalupe,N.L	Los Faisanes, Guadalupe	795300.0	1.0	False	False	False	True	1.0	True	120.0	False	3.0	False	True	False	False	True	True	True	False	False	False	False	False	False	True	True	False	False	False	False	False	False	True	False	False	130.0	False
