titulo	direccion	precio	Baños	Piso de duela	Armarios empotrados	Roof Garden	Totalmente cercado	Estacionamientos	Estacionamiento techado	Construidos (m²)	Nivel	Mantenimiento	Habitaciones (en total)	Superficie construida (m²)	Amueblado	Recámaras	Jardín	Internet de banda ancha disponible	Estacionamiento vigilado	Calefacción	Disponible desde	Balcón	Acceso a TV de paga	Patio	Garaje	Jacuzzi	Estudio	Piso de loseta	Sistema de alarma	Cancha de tenis	Cocina Equipada	Cuarto de servicio	Gimnasio	Estacionamiento abierto	Área de juegos infantiles	Construido (Año)	Aire acondicionado	Condiciones de Precio	Terraza	Área de entretenimiento al aire libre	Estacionamiento para Visitas	Intercomunicador	Chimenea	Terreno (m²)	Alberca
CasasenVentaenLibertad	Libertad, Guadalupe	$ 5,900,000	2							244						3																												225	
Casa en Venta en 13 de Mayo	13 de Mayo, Guadalupe	$ 1,470,000	2					2		210						7																												170	
CASA EN VENTA EN COL. EL PEÑÓN, GUADALUPE, NUEVO LEON	El Peñón, Guadalupe	$ 546,700	2					1		90						3																												140	
Casa LIT., Chinipas, Santa Clara, Guadalupe, Nuevo León	Santa Clara, Guadalupe	$ 532,615	2				True	1		115					No	3	True		True			True		True	True		True	True	True		True	True			True				True	True	True	True		120	
EXCELENTE VENTA DE CASA EN NUEVO LEÓN, NO SÉ ACEPTAN CRÉDITOS.	Los Sauces, Guadalupe	$ 996,032	2					1	True	100					No	3								True	True																			120	
Casa en Venta en Los Faisanes Sector el Dorado	Los Faisanes, Guadalupe	$ 1,890,000	2					2		128						3																												105	
AOF VENTA DE CASA EN LINDAVISTA REMATE BANCARIO	Lindavista, Guadalupe	$ 1,207,870	1					1		96					No	3					28/03/22																							86	
Casa en Venta en Privadas de Linda Vista	Privadas de Lindavista, Guadalupe	$ 1,800,000	2					1		165						4																												90	
CASA EN VENTA COL. RIBERAS DEL RÍO EN GUADALUPE	Riberas Del Rio Sector I, Guadalupe	$ 1,800,000	2					1		168						3																												105	
Casa en Venta en 2 de Mayo	10 de Mayo, Guadalupe	$ 1,950,000	4					1		304						4																												160	
MGM. CASA DE REMATE BANCARIO. GROELANDIA, SANTA FE GUADALUPE N.L.	Residencial Santa Fe, Guadalupe	$ 505,000	2					1		210						3																												170	
Casa en Venta en Rafael Ramírez Sector I	Rafael Ramirez Sector II, Guadalupe	$ 1,300,000	3							188						4																												188	
Casa en Venta en Riberas del Rio	Riberas Del Rio Sector I, Guadalupe	$ 1,700,000	2							170						2																												115	
CasasenVentaenJardines de Andalucía	Jardines de Andalucía, Guadalupe	$ 6,200,000	4							316						3																												338	
Casa en Venta en Jose Luis Mora	Jose Luis Mora, Guadalupe	$ 1,600,000	1					1		220						3																												320	
CASA EN VENTA EN AZTECA, GUADALUPE, NUEVO LEON REMATE BANCARIO	Residencial Azteca, Guadalupe	$ 809,100	4					2		175						4							True		True							True												120	
Casa LIT, Lisino, Camino Real, Guadalupe, Nuevo León	Camino Real, Guadalupe	$ 1,297,554	2				True	1		260						3									True		True	True	True		True	True		True					True		True			130	
GS VENTA DE CASA EL SALTO 3453 RIBERAS DEL RIÓ GUADALUPE NUEVO LEÓN REMATE BANC.	Riberas Del Rio Sector I, Guadalupe	$ 1,112,423	2					1		81						3																												81	
CAB Venta Recuperación de Cartera,Priv.de San Miguel,Guadalupe,N.L	Privada San Miguel, Guadalupe	$ 600,800	1					1		75			3			2																												90	
CASA EN VENTA FRACCIONAMIENTO LA HACIENDA GUADALUPE	La Hacienda, Guadalupe	$ 2,300,000	2							183						5																												144	
CASA EN VENTA CONTRY LA ESCONDIDA	Country La Escondida, Guadalupe	$ 16,000,000	7					3		906						4																												628	
¡ GRAN OPORTUNIDAD DE VENTA CASA RESIDENCIAL EN LAS VILLAS N L !!	Las Villas, Guadalupe	$ 900,000	2		True	True		3	True	230					No	3								True	True		True	True			True										True			230	
A2 VENTA DE CASA ATRAVES DE REMATE BANCARIO,RANCHO VIEJO, GUADALUPE NUEVO LEON.	Rancho Viejo Sect 1, Guadalupe	$ 1,438,242	3					2		220					No	4					29/11/22																							160	
CASA EN VENTA COL VICTORIA $2,200,000	La Victoria, Guadalupe	$ 2,200,000	2					1		193						5																												153	
BONITA CASA EN GPE N.L EXCELENTE OPORTUNIDAD DE INVERSIÓN REMATE BANCARIO	Molino Del Rey, Guadalupe	$ 380,071	2		True			1		120						3									True		True	True	True								True							85	
CasasenVentaenLos Faisanes 2o.Sector	Los Faisanes, Guadalupe	$ 1,890,000	1							158						3																												88	
QuintasenVentaenRincón de la Sierra	Rincón de La Sierra, Guadalupe	$ 10,285,000	9							407						4																												525	
Cumbres, Monterrey, Nuevo Leon. ¡Casa en Remate!	Valle La Silla, Guadalupe	$ 403,555	2					2		270					No	5																												370	
CasasenVentaenRiveras de la Silla (Fomerrey 31)	Riveras de La Silla (fomerrey 31), Guadalupe	$ 950,000	2							171						4																												105	
Casa en Venta en REAL DE SAN MIGUEL	Lomas de San Miguel, Guadalupe	$ 1,400,000	1					1		150						4																												95	
VENTA EXCELENTE CASA Q PUEDES TENER EN ALMAGUER, GPE, NL	Almaguer, Guadalupe	$ 421,320	1					1		70						2																												315	
FRACCIONAMIENTO AZTECA GUADALUPE NUEVO LEON	Residencial Azteca, Guadalupe	$ 2,099,000	2					2		90						4																				2017								170	
Casa en Venta en Fuentes de Guadalupe	Fuentes de Guadalupe, Guadalupe	$ 1,850,000	2							189						3																												90	
CASA EN VENTA! COL. MOLINO DEL REY, N.L, CERCA DE CERRO DE LA SILLA, REMATE! -LR	Molino Del Rey, Guadalupe	$ 402,936	2					2		100						3			True						True		True	True						True								True		120	
CasasenVentaenLibertad	Libertad, Guadalupe	$ 7,500,000	3							350						4																												320	
AF CASA EN VENTA LISINO CAMINO REAL GUADALUPE NUEVO LEON EXCELENTE INVERSION	Camino Real, Guadalupe	$ 1,137,734	2					1		236			5			3		True							True			True																128	
VENTA EN CASA EN CONTRY LA SILLA	Country La Silla Sect 1, Guadalupe	$ 18,000,000	6					8		1051						4																												708	
CASA EN VENTA MISION DE SANTA FE	Misión Santa Fe, Guadalupe	$ 2,700,000	2					1		201						3																												96	
MC CASA EN VENTA EN El Salto Riberas del Río Guadalupe Nuevo Leon	Riberas Del Rio Sector I, Guadalupe	$ 1,110,623	2					2		100			4			2																												70	
CASA EN VENTA EN COL. TAMAULIPAS EN GUADALUPE NUEVO LEON	Tamaulipas, Guadalupe	$ 1,490,000	1					2		120						2																												196	
Hermosa Casa ADJ., Loma Bonita, Lomas de San Miguel, Guadalupe, Nuevo León	Lomas de San Miguel, Guadalupe	$ 1,305,000	1.5				True	1		105					No	3	True							True	True			True			True	True			True				True		True			93	
Casa en venta Residencial Bello Amanecer, Guadalupe N.L	Bello Amanecer Residencial, Guadalupe	$ 2,270,000	2					2		185						3																												112	
Casa en Venta en Colinas del Rey	Colinas Del Rey, Guadalupe	$ 1,700,000	2					2		207						3																												102	
Casa en Venta en Los Faisanes Sector el Dorado	Los Faisanes, Guadalupe	$ 1,236,257	1					1		130						3																												100	
CASA EN VENTA EN CENTRO GUADALUPE, 67110 GUADALUPE, NUEVO LEON ADJUDICADA	Ciudad Guadalupe Centro, Guadalupe	$ 1,782,000	3.5					2		232					No	4		True					True																					200	
CASA DE RECUPERACION BANCARIA Guacamayas Col. Los Faisanes,Guadalupe,N.L	Los Faisanes, Guadalupe	$ 795,300	1				True	1	True	120					No	3		True			01/11/22	True	True	True							True	True									True			130	
LINDA CASA EN GUADALUPE NUEVO LEON	México 86, Guadalupe	$ 693,308	3.5					2		190					No	4																												110	
CASA EN VENTA CONTRY LA SILLA  4 SECTOR	Country La Silla Sect 1, Guadalupe	$ 8,950,000	3					3		438						3																				1980								635	
CASA EN VENTA CONTRY SOL	Country Sol Sect 1, Guadalupe	$ 8,550,000	4					2		381						3																												250	
Casa en  Venta en Pedregal de Linda Vista en Guadalupe, N.L.	Ciudad Guadalupe Centro, Guadalupe	$ 1,600,000	1							112						3																												90	
Casa en venta Bosques del Rey, Guadalupe N.L	Ciudad Guadalupe Centro, Guadalupe	$ 2,800,000	3					2		210						3																												108	
Casa en Venta en Las Águilas	Las Águilas, Guadalupe	$ 13,200,000	5					3		800						4																												276	
Casa en Venta en 21 de Enero	21 de Enero, Guadalupe	$ 1,350,000	1					1		87						3																												160	
Casa en Venta en Hacienda San Miguel	Hacienda San Miguel, Guadalupe	$ 1,590,000	2							190						3																												90	
CASA EN VENTA EN EL PEÑON, GUADALUPE, NUEVO LEON REMATE BANCARIO	El Peñón, Guadalupe	$ 1,280,000	4					2		150					No	4		True					True									True					True							90	
Casa en Venta en Jardines de Andalucia	Jardines de Andalucía, Guadalupe	$ 1,820,000	2					1		157						3																												105	
EMB WO CASA EN VENTA EN EL FRACC. DOS RIOS XI SECTOR, GUADALUPE, LEÓN	2 Ríos, Guadalupe	$ 1,479,600	1.5					1		75					No	2	True	True					True	True	True																			115	
VANTA DE CASA EN DOS RIOS GUADALUPE	Jardines Del Rio, Guadalupe	$ 1,390,000	3					2		213					No	3																												140	
Casa ADJ ,Olivo , Valles de La Silla, Guadalupe, Nuevo León	Valles de La Silla, Guadalupe	$ 493,000	1.5				True	1	True	91					No	3								True	True			True			True	True							True		True			120	
Casa en Venta en Ignacio Zaragoza	Ignacio Zaragoza, Guadalupe	$ 1,950,000	2					3		320						4																												160	
Casa en Venta en Cortijo la Silla	Cortijo La Silla, Guadalupe	$ 1,950,000	2					2		158						3																												113	
Casa nueva en Venta en 7 Colinas en Guadalupe	Las Colinas, Guadalupe	$ 3,750,000	2		True		True	2	True	220					No	3	True	True	True		25/01/23		True				True				True				True						True			140	True
VENTA CASA CALLE POLONIA MEXICO 86 GUADALUPE NUEVO LEON	México 86, Guadalupe	$ 612,728	2					1		200						3					15/08/22																							120	
CASA EN REAL DE SAN MIGUEL GUADALUPE NUEVO LEÓN	Real de Minas, Guadalupe	$ 1,062,200	3					2		170						3																												190	
Casa en Venta en Dos Rios Sect XI	Riberas de Dos Ríos, Guadalupe	$ 1,150,000	1					2		97						2																												90	
Casa en Venta en Portales de la Silla	Portales de La Silla, Guadalupe	$ 1,750,000	2					2		206						3																												96	
Casa en Venta en La Fuente	La Fuente, Guadalupe	$ 1,790,000	1					1		120						2																												120	
Casa en Venta en Privadas de Linda Vista	Privadas de Lindavista, Guadalupe	$ 1,207,870	1					1		100						2																												120	
Casa en Venta en Residencial las Quintas	Residencial las Quintas, Guadalupe	$ 1,850,000	1							127						4																												188	
CASA RECUPERACION BANCARIA EN Hacienda san Marcos  Col. Misión del Valle, Guadal	Misión Del Valle, Guadalupe	$ 576,701	1				True	1		120					No	2	True	True			01/11/22		True	True							True	True									True			90	
EDV ¡¡¡EXCELENTE OPORTUNIDAD DE INVERSIÓN¡¡¡	Lomas de San Miguel, Guadalupe	$ 703,800	1							80					No	2																												90	
CasasenVentaenLindavista	Lindavista, Guadalupe	$ 5,300,000	3							290						4																												150	
Casa Venta Colonia Bello Amanecer Residencial Guadalupe	Bello Amanecer Residencial, Guadalupe	$ 1,500,000	1							90						3																												112	
CASA EN LOMAS DE SAN MIGUEL REMATE BANCARIO NO SE ACEPTAN CRÉDITOS	Lomas de San Miguel, Guadalupe	$ 480,320	2					1		90			5			3																												120	
Casa Bosques del Contry	Bosques Del Country A, Guadalupe	$ 6,500,000	3							600						5																												600	
CASA EN VENTA BOSQUES DE LA PASTORA	Bosques de La Pastora, Guadalupe	$ 5,000,000	3					2		222						3																												140	
CASA EN VENTA EN COL. VALLE HERMOSO 1 SECTOR GUADALUPE N.L.	Valle Hermoso Sect 1, Guadalupe	$ 1,500,000	4					2		235						8																												160	
Casa en venta en Lantana Residencial en Guadalupe	Valles de Guadalupe, Guadalupe	$ 3,400,000	3					2		180					No	3																												118	
CASA EN GUADALUPE, NUEVO LEÓN	Arboledas Nueva Lindavista, Guadalupe	$ 710,000	2		True		True	2	True	220					No	3	True	True	True	True		True	True	True	True		True	True	True		True	True					True					True		120	
Casa en Venta en Villa de San Miguel	Villa de San Miguel, Guadalupe	$ 1,950,000	2					1		196						2																												120	
CASA EN VENTA CONTRY SOL	Country Sol Sect 1, Guadalupe	$ 12,000,000	3					2		450						3																												325	
CASA EN VENTA EN COLONIAL SAN MIGUEL, GUADALUPE, NUEVO LEÓN	Coloniales San Miguel Sect 1, Guadalupe	$ 1,280,000	1							129						2																												90	
Casa - Villa de San Miguel	Villa de San Miguel, Guadalupe	$ 947,500	1							150						3																													
Casa en Fracc. Torres de San Miguel, Guadalajara, Jalisco. **Remate Bancario**.	Torres de San Miguel, Guadalupe	$ 1,534,682	3							180						3																												100	
"ma)MP-CASA VENTA REMATE BANCARIO  NO CREDITOSAzteca	Guadalupe	NUEVO LEON"	Ciudad Azteca, Guadalupe	$ 741,000	3					2		170					No	4																												100	
CASA EN MOLINO DEL REY	Molino Del Rey, Guadalupe	$ 645,278	2		True		True	2					5			3												True			True			True											
CASA EN LOS SAUCES	Los Sauces, Guadalupe	$ 981,033	1										3			2												True						True											
"MP-CASA VENTA REMATE BANCARIO MOLINO DEL REY GUADALUPE	NUEVO LEON"	Molino Del Rey, Guadalupe	$ 387,933	2					2		140						3																												140	
Casa en Venta en Country la Escondida	Country La Escondida, Guadalupe	$ 24,500,000	5					3		1000						3																												900	
Casa en Venta en Pedregal de Guadalupe	Pedregal de Guadalupe, Guadalupe	$ 1,550,000	3					2		160						3																												96	
REMATO-Casa - Praderas de Guadalupe	Praderas de Guadalupe, Guadalupe	$ 775,570	1							100						3																												100	
QuintasenVentaenNuevo San Sebastián	Nuevo San Sebastián, Guadalupe	$ 5,000,000	1							140																																		1650	
CasasenVentaenCiudad Guadalupe Centro	Ciudad Guadalupe Centro, Guadalupe	$ 4,150,000	2							230						3																												410	
Privada San Carlos, calle Camargo #2035	Privada San Carlos, Guadalupe	$ 2,250,000	2					2		168						3																												112	
CASA EN VENTA en la HACIENDA GUADALUPE	La Hacienda, Guadalupe	$ 3,980,000	3							226						3																												216	
CASA EN VENTA EN GUADALUPE, NUEVO LEON	Real de San Miguel Sector I, Guadalupe	$ 1,062,200	1.5					2		224						3																												112	
Casa Lit Málaga , Molino del Rey,  Guadalupe, Nuevo León.	Molino Del Rey, Guadalupe	$ 460,071	2		True			1		140						3	True							True	True		True	True	True		True	True		True	True				True	True	True			110	
Casa Lit Jerez ,Molino del Rey,  Guadalupe, Nuevo León	Molino Del Rey, Guadalupe	$ 690,624	3		True		True	1		110						3	True		True			True		True	True		True	True	True		True	True		True	True				True	True	True			200	
CASA EN MOLINOS DEL REY NO SE ACEPTAN CRÉDITOS REMATE BANCARIO	Molino Del Rey, Guadalupe	$ 402,933	2					1		140			5			3																												140	
Casa Lit.,Hacienda La Loma,Rincón de La Hacienda 1er Sector,Guadalupe,Nuevo León	Rincón de La Hacienda, Guadalupe	$ 735,691	2				True	1	True	200					No	3	True							True	True		True	True			True	True			True				True		True			110	
GS2 CASA EN FONTANELL, RIVIERA GUADALUPE, GUADALUPE , NUEVO LEÓN	Rincón de Guadalupe, Guadalupe	$ 1,000,000	1					1		60					No	2																												60	
CasasenVentaenArboledas Nueva Lindavista	Arboledas Nueva Lindavista, Guadalupe	$ 4,500,000	3							260						3																												220	
CASA DE RECUPERACION BANCARIA CAÑON DE LAS FLORES Col. CAÑON DE LA SILLA , GUADA	Cañón de La Silla, Guadalupe	$ 1,396,800	2				True	2	True	190					No	3	True	True			01/11/22	True	True	True			True				True	True							True		True			230	
CAB Casa en Venta Recuperación de Cartera,Mexico 86, Guadalupe, N.L	México 86, Guadalupe	$ 612,728	4					2		190						4																												110	
CAB Casa en Venta Recuperación de Cartera,Molino del Rey,Guadalupe,N.L	Molino Del Rey, Guadalupe	$ 570,624	2					2		140					No	4																												161	
Casa Lit.,    La Milpa, Portales de La Silla,Guadalupe, Nuevo León	Portales de La Silla, Guadalupe	$ 956,027	2				True	1		120					No	3	True							True	True		True	True	True		True	True		True	True				True		True			100	
